,x1,y1,x2,y2,Class,image,Type,MPG,Median MPG
6640,47,83,380,293,153,06641.jpg,Coupe,11,0
6641,25,14,484,303,121,06642.jpg,SUV,19,1
6642,106,89,606,425,64,06643.jpg,Van,14.8,0
6643,338,82,1133,733,7,06644.jpg,Hatchback,19,1
6644,48,161,725,450,49,06645.jpg,Sedan,24,1
6645,35,41,187,108,16,06646.jpg,Sedan,15,0
6646,12,7,289,232,71,06647.jpg,Van,14.8,0
6647,21,195,588,478,101,06648.jpg,Coupe,13,0
6648,15,70,480,290,108,06649.jpg,Van,17.5,0
6649,5,3,284,129,76,06650.jpg,SUV,16.4,0
6650,51,87,573,355,94,06651.jpg,SUV,17.3,0
6651,207,454,1766,1100,150,06652.jpg,Coupe,11,0
6652,82,47,565,358,39,06653.jpg,Convertible,14,0
6653,96,8,401,328,166,06654.jpg,Van,18.3,0
6654,52,28,269,210,143,06655.jpg,SUV,16,0
6655,98,2,554,422,168,06656.jpg,Hatchback,99,1
6656,28,67,555,334,81,06657.jpg,Convertible,21.8,1
6657,13,51,461,336,188,06658.jpg,Sedan,29,1
6658,2,73,635,477,146,06659.jpg,SUV,18,0
6659,46,86,557,287,6,06660.jpg,Coupe,23.7,1
6660,103,70,934,688,164,06661.jpg,Sedan,21,1
6661,90,112,681,486,32,06662.jpg,SUV,17,0
6662,99,114,969,683,32,06663.jpg,SUV,17,0
6663,62,117,465,250,18,06664.jpg,Station Wagon,18,0
6664,80,142,567,366,49,06665.jpg,Sedan,24,1
6665,14,117,617,383,79,06666.jpg,Sedan,18.8,1
6666,9,29,259,153,60,06667.jpg,Station Wagon,24.9,1
6667,49,34,751,501,166,06668.jpg,Van,18.3,0
6668,61,58,269,148,134,06669.jpg,Sedan,36,1
6669,17,49,536,302,106,06670.jpg,Pickup Truck,17.1,0
6670,4,76,583,326,158,06671.jpg,Convertible,12,0
6671,60,51,622,424,181,06672.jpg,Sedan,23.7,1
6672,33,55,531,414,189,06673.jpg,SUV,19,1
6673,76,178,353,328,188,06674.jpg,Sedan,29,1
6674,204,410,986,730,10,06675.jpg,Convertible,15,0
6675,41,4,275,192,32,06676.jpg,SUV,17,0
6676,70,88,247,188,20,06677.jpg,Sedan,16,0
6677,7,149,897,556,21,06678.jpg,Convertible,18.7,1
6678,60,45,594,428,147,06679.jpg,SUV,17.5,0
6679,416,420,988,777,132,06680.jpg,SUV,23.2,1
6680,3,9,249,144,142,06681.jpg,SUV,16,0
6681,135,81,375,230,118,06682.jpg,SUV,22,1
6682,13,98,287,198,9,06683.jpg,Coupe,15.8,0
6683,37,171,1052,472,57,06684.jpg,Coupe,18.3,0
6684,5,99,292,191,151,06685.jpg,Coupe,13,0
6685,44,275,1237,858,140,06686.jpg,Sedan,23,1
6686,24,117,468,364,96,06687.jpg,Sedan,19.8,1
6687,10,84,551,321,103,06688.jpg,Convertible,14,0
6688,316,432,1690,1458,185,06689.jpg,Sedan,89,1
6689,20,130,607,421,79,06690.jpg,Sedan,18.8,1
6690,3,22,149,110,90,06691.jpg,Pickup Truck,15.5,0
6691,7,128,1003,688,71,06692.jpg,Van,14.8,0
6692,138,163,783,417,61,06693.jpg,Sedan,21,1
6693,55,61,480,257,98,06694.jpg,Hatchback,21.4,1
6694,4,37,220,119,82,06695.jpg,Station Wagon,22.5,1
6695,42,75,382,273,30,06696.jpg,Station Wagon,20.3,1
6696,76,104,455,284,174,06697.jpg,Van,20,1
6697,33,57,255,162,165,06698.jpg,Sedan,17.5,0
6698,102,92,937,567,141,06699.jpg,Coupe,20.3,1
6699,23,31,790,395,147,06700.jpg,SUV,17.5,0
6700,51,14,560,409,47,06701.jpg,Sedan,23.3,1
6701,103,7,549,278,50,06702.jpg,SUV,18.5,0
6702,44,44,563,261,27,06703.jpg,Convertible,21.3,1
6703,172,137,501,358,25,06704.jpg,Coupe,20,1
6704,59,25,260,127,22,06705.jpg,Coupe,18,0
6705,93,153,807,472,177,06706.jpg,Sedan,14,0
6706,46,78,583,334,105,06707.jpg,Sedan,24.7,1
6707,106,168,752,512,12,06708.jpg,Convertible,14.5,0
6708,126,270,694,466,102,06709.jpg,Convertible,15,0
6709,39,328,754,567,175,06710.jpg,Convertible,14,0
6710,55,20,393,205,90,06711.jpg,Pickup Truck,15.5,0
6711,40,84,959,700,36,06712.jpg,Convertible,13,0
6712,28,84,453,282,46,06713.jpg,Coupe,10,0
6713,80,51,650,409,33,06714.jpg,SUV,16.3,0
6714,25,50,1608,843,53,06715.jpg,Pickup Truck,14,0
6715,11,79,295,223,21,06716.jpg,Convertible,18.7,1
6716,167,54,610,551,166,06717.jpg,Van,18.3,0
6717,97,2,599,409,6,06718.jpg,Coupe,23.7,1
6718,21,42,563,248,47,06719.jpg,Sedan,23.3,1
6719,169,301,1489,991,125,06720.jpg,Pickup Truck,15.3,0
6720,53,388,1236,729,151,06721.jpg,Coupe,13,0
6721,155,242,954,653,168,06722.jpg,Hatchback,99,1
6722,252,217,536,392,116,06723.jpg,Van,13.5,0
6723,4,6,261,99,129,06724.jpg,Sedan,25.3,1
6724,267,128,1517,965,145,06725.jpg,SUV,23.6,1
6725,82,174,994,640,66,06726.jpg,Sedan,28.7,1
6726,125,131,1529,977,170,06727.jpg,Hatchback,27.7,1
6727,5,41,194,150,48,06728.jpg,SUV,16.3,0
6728,292,232,857,509,41,06729.jpg,Sedan,13,0
6729,199,219,1369,781,187,06730.jpg,Sedan,32.8,1
6730,29,21,583,382,83,06731.jpg,Station Wagon,25,1
6731,26,31,681,412,147,06732.jpg,SUV,17.5,0
6732,97,104,285,210,134,06733.jpg,Sedan,36,1
6733,66,349,643,545,26,06734.jpg,Sedan,26,1
6734,13,237,602,434,92,06735.jpg,Station Wagon,18.6,0
6735,21,64,289,171,148,06736.jpg,SUV,20.6,1
6736,83,105,480,375,110,06737.jpg,SUV,25.2,1
6737,38,59,597,452,80,06738.jpg,Convertible,19.5,1
6738,13,20,293,147,54,06739.jpg,Pickup Truck,21,1
6739,47,51,611,432,166,06740.jpg,Van,18.3,0
6740,50,53,545,377,20,06741.jpg,Sedan,16,0
6741,6,15,315,142,76,06742.jpg,SUV,16.4,0
6742,113,38,485,280,193,06743.jpg,Hatchback,24,1
6743,5,36,239,140,92,06744.jpg,Station Wagon,18.6,0
6744,65,145,564,395,137,06745.jpg,Sedan,20,1
6745,18,44,443,314,113,06746.jpg,Pickup Truck,17.1,0
6746,20,122,1009,667,72,06747.jpg,Coupe,21,1
6747,15,36,290,181,86,06748.jpg,Pickup Truck,15.4,0
6748,68,87,909,631,121,06749.jpg,SUV,19,1
6749,14,122,626,377,95,06750.jpg,SUV,14.8,0
6750,8,80,250,184,3,06751.jpg,Sedan,21.3,1
6751,22,160,1360,739,27,06752.jpg,Convertible,21.3,1
6752,34,14,1005,658,147,06753.jpg,SUV,17.5,0
6753,22,61,774,517,119,06754.jpg,Van,13.2,0
6754,32,59,469,298,135,06755.jpg,Sedan,27.5,1
6755,80,104,284,196,22,06756.jpg,Coupe,18,0
6756,10,143,539,334,56,06757.jpg,Coupe,18,0
6757,57,4,269,161,34,06758.jpg,Coupe,16,0
6758,176,89,1175,735,196,06759.jpg,Convertible,36,1
6759,15,50,385,295,115,06760.jpg,Sedan,25.3,1
6760,22,53,329,204,109,06761.jpg,SUV,16,0
6761,23,24,237,177,82,06762.jpg,Station Wagon,22.5,1
6762,11,45,253,189,80,06763.jpg,Convertible,19.5,1
6763,54,77,609,402,137,06764.jpg,Sedan,20,1
6764,31,86,758,501,68,06765.jpg,SUV,15.3,0
6765,2,95,318,183,158,06766.jpg,Convertible,12,0
6766,24,4,235,173,62,06767.jpg,SUV,21,1
6767,49,293,1003,696,40,06768.jpg,Sedan,11,0
6768,68,183,549,349,179,06769.jpg,Convertible,15,0
6769,35,6,276,190,76,06770.jpg,SUV,16.4,0
6770,35,105,598,351,10,06771.jpg,Convertible,15,0
6771,28,43,236,152,72,06772.jpg,Coupe,21,1
6772,24,22,559,371,139,06773.jpg,Hatchback,26,1
6773,115,507,2457,1658,5,06774.jpg,Sedan,23.7,1
6774,129,38,326,114,106,06775.jpg,Pickup Truck,17.1,0
6775,143,85,482,373,168,06776.jpg,Hatchback,99,1
6776,109,359,1477,1082,183,06777.jpg,Hatchback,25,1
6777,51,103,284,192,22,06778.jpg,Coupe,18,0
6778,40,40,569,306,60,06779.jpg,Station Wagon,24.9,1
6779,9,112,439,278,61,06780.jpg,Sedan,21,1
6780,9,39,272,156,44,06781.jpg,Sedan,13,0
6781,64,96,596,360,8,06782.jpg,Convertible,15.8,0
6782,163,229,1033,651,192,06783.jpg,Hatchback,24.8,1
6783,1,66,619,339,3,06784.jpg,Sedan,21.3,1
6784,142,72,367,235,180,06785.jpg,Coupe,15,0
6785,60,79,576,401,128,06786.jpg,Coupe,24,1
6786,22,100,435,313,47,06787.jpg,Sedan,23.3,1
6787,28,46,263,183,108,06788.jpg,Van,17.5,0
6788,8,22,249,127,143,06789.jpg,SUV,16,0
6789,14,111,788,388,82,06790.jpg,Station Wagon,22.5,1
6790,61,178,1240,1066,167,06791.jpg,Sedan,24.2,1
6791,74,166,619,430,39,06792.jpg,Convertible,14,0
6792,17,71,227,175,21,06793.jpg,Convertible,18.7,1
6793,152,46,1137,744,47,06794.jpg,Sedan,23.3,1
6794,26,375,1001,734,156,06795.jpg,Sedan,19,1
6795,57,88,361,293,90,06796.jpg,Pickup Truck,15.5,0
6796,220,153,415,263,146,06797.jpg,SUV,18,0
6797,39,46,1413,904,99,06798.jpg,Hatchback,30,1
6798,72,114,1019,692,112,06799.jpg,Coupe,14,0
6799,9,51,293,165,42,06800.jpg,Coupe,14,0
6800,7,97,422,295,59,06801.jpg,Convertible,18.7,1
6801,10,130,477,273,67,06802.jpg,Sedan,29,1
6802,70,21,670,466,89,06803.jpg,SUV,20.3,1
6803,42,39,589,437,85,06804.jpg,Van,18.3,0
6804,15,38,228,174,143,06805.jpg,SUV,16,0
6805,50,173,579,375,126,06806.jpg,Van,21.5,1
6806,52,129,579,320,61,06807.jpg,Sedan,21,1
6807,132,109,870,513,149,06808.jpg,SUV,23.6,1
6808,8,29,252,188,106,06809.jpg,Pickup Truck,17.1,0
6809,13,45,294,171,72,06810.jpg,Coupe,21,1
6810,21,29,229,175,106,06811.jpg,Pickup Truck,17.1,0
6811,59,133,955,688,133,06812.jpg,SUV,18.5,0
6812,120,151,534,345,119,06813.jpg,Van,13.2,0
6813,37,32,747,505,106,06814.jpg,Pickup Truck,17.1,0
6814,46,93,423,283,54,06815.jpg,Pickup Truck,21,1
6815,10,24,254,158,3,06816.jpg,Sedan,21.3,1
6816,5,50,499,308,106,06817.jpg,Pickup Truck,17.1,0
6817,17,40,245,153,136,06818.jpg,Sedan,31.5,1
6818,139,101,678,410,192,06819.jpg,Hatchback,24.8,1
6819,2,3,541,479,166,06820.jpg,Van,18.3,0
6820,56,76,750,485,190,06821.jpg,Hatchback,27.6,1
6821,22,186,975,652,148,06822.jpg,SUV,20.6,1
6822,74,56,577,276,31,06823.jpg,Convertible,16.3,0
6823,21,52,638,340,110,06824.jpg,SUV,25.2,1
6824,117,226,1404,1055,114,06825.jpg,Pickup Truck,15,0
6825,70,77,479,241,22,06826.jpg,Coupe,18,0
6826,32,17,427,250,142,06827.jpg,SUV,16,0
6827,8,50,242,129,92,06828.jpg,Station Wagon,18.6,0
6828,28,36,570,285,35,06829.jpg,Sedan,13,0
6829,15,155,486,323,20,06830.jpg,Sedan,16,0
6830,114,48,570,450,166,06831.jpg,Van,18.3,0
6831,1,239,1436,932,8,06832.jpg,Convertible,15.8,0
6832,3,23,132,98,1,06833.jpg,SUV,10,0
6833,75,47,327,246,67,06834.jpg,Sedan,29,1
6834,63,76,551,321,182,06835.jpg,Sedan,24.8,1
6835,10,122,432,243,103,06836.jpg,Convertible,14,0
6836,259,730,1381,1117,164,06837.jpg,Sedan,21,1
6837,66,22,984,617,164,06838.jpg,Sedan,21,1
6838,34,53,270,139,2,06839.jpg,Sedan,20,1
6839,55,116,639,377,161,06840.jpg,Convertible,18.4,0
6840,13,46,291,165,177,06841.jpg,Sedan,14,0
6841,13,166,1005,638,135,06842.jpg,Sedan,27.5,1
6842,23,52,270,188,136,06843.jpg,Sedan,31.5,1
6843,34,49,872,430,178,06844.jpg,Hatchback,29,1
6844,90,40,628,365,14,06845.jpg,Coupe,26,1
6845,80,82,831,572,138,06846.jpg,Sedan,26.7,1
6846,45,157,596,395,87,06847.jpg,Pickup Truck,15.4,0
6847,2,24,255,138,74,06848.jpg,Pickup Truck,16,0
6848,14,41,463,322,48,06849.jpg,SUV,16.3,0
6849,101,314,894,612,5,06850.jpg,Sedan,23.7,1
6850,91,258,1079,825,145,06851.jpg,SUV,23.6,1
6851,20,122,465,307,24,06852.jpg,Sedan,15.5,0
6852,61,39,206,160,121,06853.jpg,SUV,19,1
6853,31,60,253,145,158,06854.jpg,Convertible,12,0
6854,45,89,988,612,145,06855.jpg,SUV,23.6,1
6855,32,52,432,277,71,06856.jpg,Van,14.8,0
6856,17,27,207,98,14,06857.jpg,Coupe,26,1
6857,184,185,571,314,180,06858.jpg,Coupe,15,0
6858,40,98,595,377,12,06859.jpg,Convertible,14.5,0
6859,20,46,291,170,40,06860.jpg,Sedan,11,0
6860,43,135,756,420,162,06861.jpg,Sedan,20.8,1
6861,28,85,577,309,62,06862.jpg,SUV,21,1
6862,69,191,722,430,50,06863.jpg,SUV,18.5,0
6863,128,194,519,407,75,06864.jpg,Pickup Truck,16,0
6864,40,48,287,191,148,06865.jpg,SUV,20.6,1
6865,39,141,602,337,187,06866.jpg,Sedan,32.8,1
6866,13,93,880,511,185,06867.jpg,Sedan,89,1
6867,44,158,568,371,84,06868.jpg,Station Wagon,24,1
6868,17,17,236,170,15,06869.jpg,Coupe,14.8,0
6869,104,165,416,381,196,06870.jpg,Convertible,36,1
6870,34,28,171,104,18,06871.jpg,Station Wagon,18,0
6871,20,38,615,394,178,06872.jpg,Hatchback,29,1
6872,1,3,224,95,18,06873.jpg,Station Wagon,18,0
6873,26,11,269,221,155,06874.jpg,SUV,18,0
6874,10,22,488,280,125,06875.jpg,Pickup Truck,15.3,0
6875,8,36,455,318,71,06876.jpg,Van,14.8,0
6876,27,33,608,381,139,06877.jpg,Hatchback,26,1
6877,39,222,1021,587,114,06878.jpg,Pickup Truck,15,0
6878,66,80,426,192,29,06879.jpg,Sedan,25.5,1
6879,11,8,575,314,72,06880.jpg,Coupe,21,1
6880,28,75,618,290,84,06881.jpg,Station Wagon,24,1
6881,95,105,917,592,79,06882.jpg,Sedan,18.8,1
6882,109,142,530,323,59,06883.jpg,Convertible,18.7,1
6883,79,139,447,317,155,06884.jpg,SUV,18,0
6884,62,318,1455,803,30,06885.jpg,Station Wagon,20.3,1
6885,9,1,799,501,57,06886.jpg,Coupe,18.3,0
6886,6,529,737,945,101,06887.jpg,Coupe,13,0
6887,103,414,1643,1086,86,06888.jpg,Pickup Truck,15.4,0
6888,44,126,613,429,182,06889.jpg,Sedan,24.8,1
6889,196,43,1372,1156,108,06890.jpg,Van,17.5,0
6890,31,10,718,323,29,06891.jpg,Sedan,25.5,1
6891,6,17,297,179,31,06892.jpg,Convertible,16.3,0
6892,29,179,623,438,115,06893.jpg,Sedan,25.3,1
6893,24,46,607,242,27,06894.jpg,Convertible,21.3,1
6894,147,737,1950,1430,154,06895.jpg,SUV,16,0
6895,4,61,423,276,9,06896.jpg,Coupe,15.8,0
6896,11,22,394,178,162,06897.jpg,Sedan,20.8,1
6897,29,93,485,334,66,06898.jpg,Sedan,28.7,1
6898,135,135,865,613,148,06899.jpg,SUV,20.6,1
6899,105,169,733,477,144,06900.jpg,Coupe,17.8,0
6900,55,16,499,280,82,06901.jpg,Station Wagon,22.5,1
6901,283,346,1357,877,55,06902.jpg,Convertible,18,0
6902,95,120,581,336,97,06903.jpg,Sedan,18.7,1
6903,26,36,302,221,12,06904.jpg,Convertible,14.5,0
6904,6,19,285,174,114,06905.jpg,Pickup Truck,15,0
6905,37,229,563,429,10,06906.jpg,Convertible,15,0
6906,105,68,393,269,32,06907.jpg,SUV,17,0
6907,37,32,337,240,146,06908.jpg,SUV,18,0
6908,45,75,591,421,147,06909.jpg,SUV,17.5,0
6909,213,138,588,390,101,06910.jpg,Coupe,13,0
6910,70,45,436,271,177,06911.jpg,Sedan,14,0
6911,25,44,626,420,115,06912.jpg,Sedan,25.3,1
6912,39,114,603,377,91,06913.jpg,Pickup Truck,15.5,0
6913,100,145,590,308,20,06914.jpg,Sedan,16,0
6914,44,42,581,280,42,06915.jpg,Coupe,14,0
6915,54,95,603,376,25,06916.jpg,Coupe,20,1
6916,12,62,310,181,60,06917.jpg,Station Wagon,24.9,1
6917,104,227,1168,706,139,06918.jpg,Hatchback,26,1
6918,26,102,633,389,30,06919.jpg,Station Wagon,20.3,1
6919,7,164,636,342,156,06920.jpg,Sedan,19,1
6920,12,58,248,150,9,06921.jpg,Coupe,15.8,0
6921,57,29,690,409,133,06922.jpg,SUV,18.5,0
6922,16,72,452,216,55,06923.jpg,Convertible,18,0
6923,44,34,225,159,48,06924.jpg,SUV,16.3,0
6924,25,34,588,254,60,06925.jpg,Station Wagon,24.9,1
6925,120,80,673,445,150,06926.jpg,Coupe,11,0
6926,44,178,564,402,178,06927.jpg,Hatchback,29,1
6927,29,23,463,333,138,06928.jpg,Sedan,26.7,1
6928,7,31,294,214,110,06929.jpg,SUV,25.2,1
6929,63,80,557,421,142,06930.jpg,SUV,16,0
6930,46,120,675,343,87,06931.jpg,Pickup Truck,15.4,0
6931,20,55,285,177,127,06932.jpg,Van,18.5,0
6932,47,39,751,337,145,06933.jpg,SUV,23.6,1
6933,42,79,371,273,30,06934.jpg,Station Wagon,20.3,1
6934,21,107,484,273,193,06935.jpg,Hatchback,24,1
6935,19,61,222,139,141,06936.jpg,Coupe,20.3,1
6936,14,180,1017,708,91,06937.jpg,Pickup Truck,15.5,0
6937,23,108,613,355,79,06938.jpg,Sedan,18.8,1
6938,54,74,588,394,125,06939.jpg,Pickup Truck,15.3,0
6939,31,74,689,411,76,06940.jpg,SUV,16.4,0
6940,7,406,1492,1024,55,06941.jpg,Convertible,18,0
6941,216,214,816,447,134,06942.jpg,Sedan,36,1
6942,1,37,260,161,123,06943.jpg,Convertible,33.5,1
6943,22,82,988,533,79,06944.jpg,Sedan,18.8,1
6944,102,191,973,559,30,06945.jpg,Station Wagon,20.3,1
6945,17,48,234,154,70,06946.jpg,Pickup Truck,15.7,0
6946,14,61,938,406,17,06947.jpg,Sedan,18.3,0
6947,78,13,556,419,94,06948.jpg,SUV,17.3,0
6948,192,135,647,437,26,06949.jpg,Sedan,26,1
6949,59,291,963,640,167,06950.jpg,Sedan,24.2,1
6950,183,113,506,367,133,06951.jpg,SUV,18.5,0
6951,7,10,206,115,41,06952.jpg,Sedan,13,0
6952,268,440,953,820,39,06953.jpg,Convertible,14,0
6953,96,33,687,264,20,06954.jpg,Sedan,16,0
6954,47,91,491,286,142,06955.jpg,SUV,16,0
6955,42,64,267,195,23,06956.jpg,Sedan,21,1
6956,44,57,506,390,137,06957.jpg,Sedan,20,1
6957,50,137,583,395,179,06958.jpg,Convertible,15,0
6958,13,136,626,380,80,06959.jpg,Convertible,19.5,1
6959,45,142,591,337,194,06960.jpg,Sedan,20.5,1
6960,185,40,1648,1065,147,06961.jpg,SUV,17.5,0
6961,4,73,480,238,92,06962.jpg,Station Wagon,18.6,0
6962,69,99,582,368,109,06963.jpg,SUV,16,0
6963,7,56,286,174,108,06964.jpg,Van,17.5,0
6964,30,106,599,340,184,06965.jpg,Sedan,26.3,1
6965,66,49,959,706,85,06966.jpg,Van,18.3,0
6966,10,102,451,360,113,06967.jpg,Pickup Truck,17.1,0
6967,57,69,467,328,131,06968.jpg,SUV,22,1
6968,99,147,712,516,21,06969.jpg,Convertible,18.7,1
6969,95,22,499,216,96,06970.jpg,Sedan,19.8,1
6970,65,83,420,305,71,06971.jpg,Van,14.8,0
6971,7,103,456,280,52,06972.jpg,SUV,18.5,0
6972,167,196,1274,824,138,06973.jpg,Sedan,26.7,1
6973,52,46,487,247,3,06974.jpg,Sedan,21.3,1
6974,95,87,961,702,154,06975.jpg,SUV,16,0
6975,5,6,397,185,82,06976.jpg,Station Wagon,22.5,1
6976,83,131,536,368,149,06977.jpg,SUV,23.6,1
6977,41,105,973,606,87,06978.jpg,Pickup Truck,15.4,0
6978,92,190,481,357,101,06979.jpg,Coupe,13,0
6979,91,197,949,606,167,06980.jpg,Sedan,24.2,1
6980,67,27,181,81,174,06981.jpg,Van,20,1
6981,88,122,1200,772,142,06982.jpg,SUV,16,0
6982,82,270,1113,740,173,06983.jpg,Sedan,20.1,1
6983,33,97,413,245,15,06984.jpg,Coupe,14.8,0
6984,54,515,1220,884,80,06985.jpg,Convertible,19.5,1
6985,74,71,610,399,100,06986.jpg,Convertible,29,1
6986,19,88,390,228,135,06987.jpg,Sedan,27.5,1
6987,18,41,263,132,174,06988.jpg,Van,20,1
6988,11,48,1008,491,170,06989.jpg,Hatchback,27.7,1
6989,128,179,665,534,149,06990.jpg,SUV,23.6,1
6990,53,274,894,641,13,06991.jpg,Coupe,24.5,1
6991,39,47,177,118,136,06992.jpg,Sedan,31.5,1
6992,58,210,899,685,89,06993.jpg,SUV,20.3,1
6993,11,16,324,203,44,06994.jpg,Sedan,13,0
6994,187,205,545,369,103,06995.jpg,Convertible,14,0
6995,12,37,255,176,92,06996.jpg,Station Wagon,18.6,0
6996,187,113,604,443,37,06997.jpg,SUV,21,1
6997,54,26,603,455,175,06998.jpg,Convertible,14,0
6998,3,78,450,257,80,06999.jpg,Convertible,19.5,1
6999,22,21,252,174,177,07000.jpg,Sedan,14,0
7000,22,38,480,274,118,07001.jpg,SUV,22,1
7001,6,28,297,157,18,07002.jpg,Station Wagon,18,0
7002,213,18,617,280,186,07003.jpg,SUV,15,0
7003,41,130,475,361,155,07004.jpg,SUV,18,0
7004,3,108,1333,887,11,07005.jpg,Coupe,15,0
7005,66,49,551,397,188,07006.jpg,Sedan,29,1
7006,110,69,647,416,130,07007.jpg,Hatchback,30.5,1
7007,75,85,1178,780,12,07008.jpg,Convertible,14.5,0
7008,6,19,399,280,155,07009.jpg,SUV,18,0
7009,118,112,485,351,120,07010.jpg,SUV,21,1
7010,46,107,493,270,143,07011.jpg,SUV,16,0
7011,36,52,553,320,96,07012.jpg,Sedan,19.8,1
7012,168,288,1125,704,167,07013.jpg,Sedan,24.2,1
7013,38,32,243,167,118,07014.jpg,SUV,22,1
7014,37,50,609,402,133,07015.jpg,SUV,18.5,0
7015,34,61,501,361,141,07016.jpg,Coupe,20.3,1
7016,12,52,391,231,51,07017.jpg,Sedan,19,1
7017,295,292,1234,892,173,07018.jpg,Sedan,20.1,1
7018,17,87,615,397,69,07019.jpg,Pickup Truck,16,0
7019,346,293,1027,764,89,07020.jpg,SUV,20.3,1
7020,21,48,579,480,95,07021.jpg,SUV,14.8,0
7021,11,64,891,512,28,07022.jpg,Coupe,21.5,1
7022,1,35,180,156,116,07023.jpg,Van,13.5,0
7023,55,16,767,500,160,07024.jpg,Coupe,18,0
7024,52,25,751,507,1,07025.jpg,SUV,10,0
7025,158,67,1147,759,196,07026.jpg,Convertible,36,1
7026,17,42,258,145,38,07027.jpg,Convertible,22.4,1
7027,17,89,557,310,18,07028.jpg,Station Wagon,18,0
7028,1,1,300,95,51,07029.jpg,Sedan,19,1
7029,102,291,975,872,97,07030.jpg,Sedan,18.7,1
7030,159,432,1462,896,28,07031.jpg,Coupe,21.5,1
7031,45,48,457,314,110,07032.jpg,SUV,25.2,1
7032,30,31,440,190,139,07033.jpg,Hatchback,26,1
7033,53,31,460,330,34,07034.jpg,Coupe,16,0
7034,22,89,921,629,75,07035.jpg,Pickup Truck,16,0
7035,7,94,397,223,72,07036.jpg,Coupe,21,1
7036,43,97,591,397,181,07037.jpg,Sedan,23.7,1
7037,277,171,578,369,147,07038.jpg,SUV,17.5,0
7038,29,141,749,397,22,07039.jpg,Coupe,18,0
7039,129,99,427,249,31,07040.jpg,Convertible,16.3,0
7040,152,139,432,309,117,07041.jpg,Sedan,32,1
7041,11,78,250,159,175,07042.jpg,Convertible,14,0
7042,3,227,637,452,102,07043.jpg,Convertible,15,0
7043,57,41,242,151,90,07044.jpg,Pickup Truck,15.5,0
7044,32,49,445,302,30,07045.jpg,Station Wagon,20.3,1
7045,77,129,475,316,80,07046.jpg,Convertible,19.5,1
7046,14,18,284,223,71,07047.jpg,Van,14.8,0
7047,301,239,1239,607,11,07048.jpg,Coupe,15,0
7048,10,49,576,403,191,07049.jpg,Hatchback,24,1
7049,29,444,1253,928,4,07050.jpg,Sedan,20.7,1
7050,69,30,832,582,35,07051.jpg,Sedan,13,0
7051,50,55,432,261,59,07052.jpg,Convertible,18.7,1
7052,49,34,190,109,16,07053.jpg,Sedan,15,0
7053,313,460,1399,1150,115,07054.jpg,Sedan,25.3,1
7054,59,62,1435,916,166,07055.jpg,Van,18.3,0
7055,34,134,883,546,35,07056.jpg,Sedan,13,0
7056,66,339,1756,1429,94,07057.jpg,SUV,17.3,0
7057,202,181,1513,1120,48,07058.jpg,SUV,16.3,0
7058,3,80,638,410,19,07059.jpg,Hatchback,26,1
7059,207,201,533,374,105,07060.jpg,Sedan,24.7,1
7060,55,53,567,269,7,07061.jpg,Hatchback,19,1
7061,6,74,471,320,118,07062.jpg,SUV,22,1
7062,42,60,265,153,141,07063.jpg,Coupe,20.3,1
7063,30,24,232,164,86,07064.jpg,Pickup Truck,15.4,0
7064,202,121,561,384,116,07065.jpg,Van,13.5,0
7065,27,207,597,392,194,07066.jpg,Sedan,20.5,1
7066,284,291,1247,732,194,07067.jpg,Sedan,20.5,1
7067,62,288,1215,686,57,07068.jpg,Coupe,18.3,0
7068,17,15,200,126,123,07069.jpg,Convertible,33.5,1
7069,107,71,293,216,78,07070.jpg,Van,20,1
7070,65,101,583,357,123,07071.jpg,Convertible,33.5,1
7071,18,77,600,393,127,07072.jpg,Van,18.5,0
7072,55,102,930,676,192,07073.jpg,Hatchback,24.8,1
7073,33,33,605,376,78,07074.jpg,Van,20,1
7074,15,28,466,313,54,07075.jpg,Pickup Truck,21,1
7075,2,34,128,81,17,07076.jpg,Sedan,18.3,0
7076,29,92,640,386,63,07077.jpg,Sedan,29.8,1
7077,9,214,971,631,140,07078.jpg,Sedan,23,1
7078,20,102,620,407,108,07079.jpg,Van,17.5,0
7079,491,252,904,437,152,07080.jpg,Coupe,15.3,0
7080,134,89,787,590,34,07081.jpg,Coupe,16,0
7081,21,103,459,249,45,07082.jpg,Convertible,10,0
7082,31,22,239,193,106,07083.jpg,Pickup Truck,17.1,0
7083,17,35,458,256,51,07084.jpg,Sedan,19,1
7084,9,21,473,293,68,07085.jpg,SUV,15.3,0
7085,6,31,247,175,51,07086.jpg,Sedan,19,1
7086,54,128,564,420,86,07087.jpg,Pickup Truck,15.4,0
7087,41,133,1007,748,147,07088.jpg,SUV,17.5,0
7088,76,117,443,336,59,07089.jpg,Convertible,18.7,1
7089,8,53,462,252,15,07090.jpg,Coupe,14.8,0
7090,75,82,328,204,98,07091.jpg,Hatchback,21.4,1
7091,16,13,600,408,191,07092.jpg,Hatchback,24,1
7092,19,11,626,445,139,07093.jpg,Hatchback,26,1
7093,6,22,259,165,156,07094.jpg,Sedan,19,1
7094,146,264,860,654,107,07095.jpg,Convertible,18.2,0
7095,47,60,530,344,163,07096.jpg,Coupe,15,0
7096,12,30,613,438,71,07097.jpg,Van,14.8,0
7097,17,67,632,416,107,07098.jpg,Convertible,18.2,0
7098,125,24,882,621,107,07099.jpg,Convertible,18.2,0
7099,33,170,587,374,157,07100.jpg,Convertible,29.5,1
